Descrição
"ASSIS, Guilherme Tavares De et al. (2020). Uma biblioteca digital para produtos educacionais de mestrados profissionais em ensino de ciências. Anais do V CONAPESC... Campina Grande: Realize Editora. Disponível em: . Acesso em: 06/06/2023 16:09"
"ASTITI Ayu Dewi, MURTI Rahayu Condro, HAKIKI Muhammad Hakiki (2023). Development of web-based digital libraries as learning resource facilities in elementary schools. Jurnal Kajian Informasi & Perpustakaan Vol. 11, No. 1 (June) 147-160. ISSN 2303-2677 (Print) ISSN 2540-9239 (Online)"
"Astiti, Ayu & Murti, Rahayu & Hakiki, Muhammad. (2023). Development of web-based digital libraries as learning resource facilities in elementary schools. Jurnal Kajian Informasi & Perpustakaan. 11. 147. 10.24198/jkip.v11i1.42192. "
"AZAROVA, Mayya. Secondary Research in UX. Nielsen Norman Group, fev. 2022. Disponível em: <https://www.nngroup.com/articles/secondary-research-in-ux/>. Acesso em: 25 abr. 2023"
"Azevedo, M. R. G. M. D. (2009). Biblioteca digital de alimentação e nutrição humana"
"Babich, N. (2019). Adobe. User Centered Design Principles & Methods. Retirado em agosto 15, 2020 de https://xd.adobe.com/ideas/principles/human-computer- -interaction/user-centered-design/ Babich, N. (2019). Adobe. What is Interaction Design & How Does it Compare to UX?. Retirado em agosto 15, 2020 de https://xd.adobe.com/ideas/principles/human- -computer-interaction/what-is-interaction-design/"
"Balbino, C. M., & Silvino, Z. R. (2023). Luvas grandes em mãos pequenas, as dificuldades dos profissionais de enfermagem: Design Science Research. Revista Práxis, 15(29)"
"Barbosa, Simone Diniz Junqueira, Bruno Santana da Silva, Milene Selbach Silveira, Isabela Gasparini, Ticianne Darin e Gabriel Diniz Junqueira Barbosa (2021). Interação Humano-Computador e Experiência do Usuário. Autopublicação"
"Barifah, M., Landoni, M., & Eddakrouri, A. (2020). Evaluating the user experience in a digital library. Proceedings of the Association for Information Science and Technology, 57(1), e280."
"BARNUM, Carol M. (2020) Usability Testing Essentials: Ready, Set...Test! Morgan Kaufmann, 2a edição, ISBN 0128169427; 9780128169421. libgen.li/file.php?md5=85ee81383b3a0cddd57db26fe50f59ab."
"Barroso, I. M. (2009). BDArt: Biblioteca Digital de Arte: Arquivo e Biblioteca: a integração de fundos de diferentes proveniências numa infra-estrutura de repositório"
"BATTLESON, Brenda; BOOTH, Austin; WEINTROP, Jane (2001). Usability testing of an academic library web site: a case study. The Journal of Academic Librarianship, v. 27, n. 3, p. 188-198, May"
"Bernard, J., Daberkow, D., Fellner, D., Fischer, K., Koepler, O., Kohlhammer, J., ... & Sens, I. (2015). Visinfo: a digital library system for time series research data based on exploratory search—a user-centered design approach. International Journal on Digital Libraries, 16, 37-59"
"Beux, J. G. (2019). Um estudo da aplicação do Lean Ux em pequenas equipes com rotatividade para o desenvolvimento de interface no contexto universitário"
"Beux, J. G., Bellei, E. A., De Marchi, A. C. B., & Hölbig, C. A. (2021). Implementando Lean UX em uma pequena equipe com rotatividade no contexto de um grupo de pesquisa universitário: relato de experiência. Revista Sítio Novo, 5(2), 45-58."
"Blessinger, K. D., & Comeaux, D. (2020). ""User Experience with a New Public Interface for an Integrated Library System"". LITA: ital, 39 (1) https://doi.org/https://doi.org/10.6017/ital.v39i1.11607"
"Bloom, B. S. (1984). The 2 sigma problem: The search for methods of group instruction as effective as one-to-one tutoring. Educational researcher, 4-16"
"Bohmerwald, P. (2005). Uma proposta metodológica para avaliação de bibliotecas digitais: usabilidade e comportamento de busca por informação na Biblioteca Digital da PUC-Minas. Ciência da Informação, 34, 95-103"
"Borges, M. M. M. (2001). A biblioteca digital: da imaginação em exercício ao exercício da imaginação. Páginas a&b: arquivos e bibliotecas, 7-67"
"BORGES, S. G. N (2019). Avaliação heurística de um redesign orientado pelas diretrizes do gaia de uma aplicação mobile para crianças e adolescentes com transtorno de espectro autista. 2019. 61 f. Trabalho de Conclusão de Curso (Graduação em Computação) - Universidade Estadual da Paraíba, Centro de Ciências Exatas e Sociais Aplicadas, Patos"
"Boring, R. L. (2002, September). Human-computer interaction as cognitive science. In Proceedings of the Human Factors and Ergonomics Society Annual Meeting (Vol. 46, No. 21, pp. 1767-1771). SAGE Publications"
"BRANDÃO, Eduardo Rangel (2006). Publicidade on-line, ergonomia e usabilidade: o efeito de seis tipos de banner no processo humano de visualização do formato do anúncio na tela do computador e de lembrança da sua mensagem. Rio de Janeiro. 400 p. Dissertação de Mestrado - Departamento de Artes, Pontifícia Universidade Católica do Rio de Janeiro"
"Brito, Francisco Fernandes Faia Villa de (2016). Usabilidade e Design de Interfaces para uma Aplicação Web da Premium Minds. Universidade Nova de Lisboa, Portugal."
"Brooke, J. (1986). “SUS: a “quick and dirty” usability scale”. In P. W. Jordan, B. Thomas, B. A. Weerdmeester, & A. L. McClelland (eds.). Usability Evaluation in Industry. London: Taylor and Francis"
"BRUNDO, E. R., Lunardi, G. L., Tondolo, V. A. G., & Dolci, D. B. (2022). Uso da Design Science Research (DSR) no desenvolvimento de um modelo de TI Verde voltado às instituições públicas"
"Budiu, R. (2017). Quantitative vs. Qualitative Usability Testing Summary: Both these complementary types of user research play important roles in an iterative design cycle. Qualitative research informs the design process; quantitative research provides a basis for benchmarking programs and ROI calculations"
"Burchert, S., Alkneme, M. S., Bird, M., Carswell, K., Cuijpers, P., Hansen, P., ... & Knaevelsrud, C. (2019). User-centered app adaptation of a low-intensity e-mental health intervention for Syrian refugees. Frontiers in psychiatry, 9, 663."
"Caçador, A. R. D. N. (2020). Personas, de utilizadores a jogadores: empatia e experiência (Doctoral dissertation)."
"Caldeira, P. Z. (2003). A usabilidade das bibliotecas digitais: a perspetiva dos leitores/utilizadores. Cadernos BAD, (2). https://doi.org/10.48798/cadernosbad.846"
"CAPRI,  Daniela;  SILVA,  Giorgio  Gilwan  da.  Avaliação  da  usabilidade  do  site  da  Biblioteca Pública do Estado de Santa Catarina. Projética, Londrina, v. 12, n. 1, p. 168-194, 2021"
"Carusi, A., & Mont’Alvão, C. (2012). Design de interfaces em software educacionais: algumas recomendações a partir da aplicação do método Co-descoberta. Estudos em Design, 20(2)"
CARVALHO Ana Amélia Amorim. Testes de Usabilidade: exigência supérflua ou necessidade? Departamento de Currículo e Tecnologia Educativa. Instituto de Educação e Psicologia. Universidade do Minho. Disponível em: http://www.lits.dei.uminho.pt/tu.pdf. Acesso em 09/11/2023 e 10/11/2023
"Castro, R. C. N. D. (2023). UX/UI design inclusivo em plataformas digitais: uma análise de acessibilidade e usabilidade para o público daltônico"
"Castro, R. P. N. D. (2023). Portal do Funcionário. Proposta para uma plataforma de Recursos Humanos do Município do Funchal (Doctoral dissertation)"
"Chaves, L. A. (2023). Explorando a experiência do usuário (UX) em produtos de software: uma análise das abordagens de avaliação atuais via revisão sistemática (Doctoral dissertation, [sn])"
"Chew-Hung, C. & Hedberg, J. G. (2009). The Future of Learning with Digital Libraries. In Y. Theng, S. Foo, D. Goh, & J. Na (Eds.), Handbook of Research on Digital Libraries: Design, Development, and Impact (pp. 543-551). IGI Global. https://doi.org/10.4018/978-1-59904-879-6.ch056"
"CHOO, Chun Wei (2000). Web work: information seeking and knowledge work on the world wide web. Dordrecht: Kluwer Academic Publishers"
"Chu CH, Biss RK, Cooper L, Quan AML, Matulis H. Exergaming Platform for Older Adults Residing in Long-Term Care Homes: User-Centered Design, Development, and Usability Study. JMIR Serious Games. 2021 Mar 9;9(1):e22370. doi: 10.2196/22370. PMID: 33687337; PMCID: PMC7988392."
"Cirino, T. M. R. (2021). Avaliação de usabilidade: um estudo a partir de experiências na plataforma digital de e-books “Minha Biblioteca”"
"Coelho, C. O. G. (2014). Avaliação de websites segundo as heurísticas de Nielsen: uma prática de ensino com alunos do ensino profissional (Doctoral dissertation)"
"Conti, L. M., de Sá Freire, P., Bilessimo, S. M., & Silva, S. (2016). Evolução das variáveis teórico-empíricas interdisciplinares associadas ao design no contexto do desenvolvimento de interfaces para ambientes virtuais de aprendizagem| Evolution of the interdisciplinary theoretical and empirical variables associated with the design in the development of interfaces for virtual learning enviroments. InfoDesign-Revista Brasileira de Design da Informação, 13(2), 181-198"
"Cosme, Lisa Marrucho (2019). Egg Yolk Folk (Relatório de Estágio, Universidade de Belas Artes do Porto)"
"Costa, A. P., & Costa, E. B. (2013). Contributos para o Desenvolvimento de Software Educativo tendo por base Processos Centrados no Utilizador. EM TEIA| Revista de Educação Matemática e Tecnológica Iberoamericana, 4(2), 1-15"
"Coutinho, S. G., & Moura, M. Avaliação de usabilidade de aplicativo de m-commerce de loja virtual–estudo de caso da saraiva. com"
"Cunha, C. (2021). Cantinho do Tareco-uma app para a adoção de animais (Doctoral dissertation)"
"Cunha, I. D. S. (2019). Mediação da informação e usabilidade: uma análise da interface do Catálogo Pergamum"
"Cunha, M. (2009). Bibliografia sobre o fluxo do documento na biblioteca digital-Bibliography of the digital document flow in the digital library. DataGramaZero-Revista de Ciência da Informação, 10(5)"
"Cunha, M. B. da ... (1999). Desafios na construção de uma biblioteca digital. Ciência Da Informação, 28(3), 257– 268. https://doi.org/10.1590/S0100-1965199900030000"
"da Costa Freitas, L. P. (2022). Venda Automática de Bilhetes em Transporte Público Recorrendo a Interface Auxiliar de Voz (Doctoral dissertation, Instituto Politecnico do Porto (Portugal))"
"da Costa, A. P. D. (2012). Metodologia Híbrida De Desenvolvimento Centrado No Utilizador: Aplicada Ao Software Educativo (Doctoral dissertation, Universidade de Aveiro (Portugal))"
"da Costa, R. M. D. S. (2021). Turismo Acessível Digital: Implementação de uma solução para Idosos (Doctoral dissertation, Universidade de Lisboa (Portugal))"
"da Silva Figueiredo, A. F., & Barros, H. O. (2022). Virtualização e Fisioterapia: desenvolvimento, avaliação da performance e heurísticas de usabilidade em dois sistemas de realidade virtual e realidade mista para reabilitação de membros superiores. DAT Journal, 7(2), 260-274"
"da Silva, D. M. A., Sartori, D. F., Hirata, C. M., & Berkenbrock, C. D. M. (2016). Abordagem utilizando o design science research para o desenvolvimento de sistema colaborativo assistivo. Revista de Informática Aplicada, 12(1)"
"da Silva, J. P. S. C. (2021). Tecnologias Digitais na Educação Básica-A utilização de TIC para fins educativos e o seu impacto na performance dos estudantes"
"da Silva, M. F. A. R. (2024). The Light Rebar Company: user experience design case study (Doctoral dissertation)."
"Dalén, A., Krämer, J. (2017). Towards a User-Centered Feedback Design for Smart Meter Interfaces to Support Efficient Energy-Use Choices. Bus Inf Syst Eng 59, 361–373. https://doi.org/10.1007/s12599-017-0489-x"
"David M. Hilbert and David F. Redmiles. 2000. Extracting usability information from user interface events. ACM Comput. Surv. 32, 4 (Dec. 2000), 384–421. https://doi.org/10.1145/371578.371593"
"de Almeida Stuart, L., Lourenço, N. A., de Brito Johansson, L., Neto, J. L. P., Johansson, L. G. M., & de Borba Campos, M. (2021). Análise de qualidade de uso de jogos digitais para a educação de jovens e adultos em contexto de extensão universitária em modalidade remota. ANAIS DA MOSTRA DE INICIAÇÃO CIENTÍFICA DO CESUCA-ISSN 2317-5915, (15)"
"de Araújo, P., Carneiro, M., & Darin, T. (2021, October). Mapa Cultural do Ceará: Redesign a partir da avaliação de usabilidade e experiência do usuário. In Anais do XII Workshop sobre Aspectos da Interação Humano-Computador para a Web Social (pp. 1-8). SBC"
"de Freitas Matos, L. F. (2014). Biblioteca Digital de Participação Social"
"de Lima, I. F. (2012). Bibliotecas digitais: modelo metodológico para avaliação de usabilidade"
"de Oliveira, O. L. (2000). Design da Interação em Ambientes Virtuais: uma abordagem semiótica. Biblioteca Digital da Unicamp"
"de Sousa Martins, A. R. (2023). dIApp: assistente digital para pacientes com Diabetes"
"de Souza Moura, S. M., Nascimento, C. M., Alves, C. M. D., & Reis, F. C. (2019). Interfaces do Desenho: Diálogos Interdisciplinares como Prática Pedagógica de Formação Discente e Docente no IFBA. Ensino em Foco, 2(4), 25-36"
"DETLOR, Brian; TURNBULL, Don. Information seeking on the web – an integrated model of browsing and searching. In: ASIS ANNUAL MEETING, 62., 1999, Washington. Proceedings… Washington: ASIS, 1999. Contributed Paper, p. 3-16"
"Dewi, P. W. S., Dantes, G,. R. and Indrawan G. (2020). User experience evaluation of e-report application using cognitive walkthrough (cw), heuristic evaluation (he) and user experience questionnaire (ueq). Journal of Physics: Conference Series. https://dx.doi.org/10.1088/1742-6596/1516/1/012024"
"Dias, C. D. P. P. (2022). Conceptualização e desenvolvimento de uma ferramenta web, de análise de satisfação de cliente com base no modelo Kano (Doctoral dissertation)."
"DIAZ-OREIRO Ignacio,LÓPEZ Gustavo, QUESADA Luis, Guerrero Luis A. (2019). Proceedings -Standardized Questionnaires for User Experience Evaluation: A Systematic Literature Review. Research Center for Informatics and Communication Technologies, University of Costa Rica. Published: 20 November"
"DICKSTEIN, Ruth; MILLS, Vicki (2002). Usability testing at the university of Arizona Library: how to let the users in on the design. Information Technology and Libraries, p.144-156, Sept"
DIGITAL LIBRARY FEDERATION. A Working Definition of Digital Library [1998]. Disponível em: < http://www.diglib.org/about/dldefinition.htm>.
"Dillon, R. F. (1983). Human factors in user-computer interaction: An introduction. Behavior Research Methods & Instrumentation, 15(2), 195-199"
"Dix, A. J., Finlay, J. E., Abowd, G. D., & Beale, R. (1998). Human-computer interaction (second ed.) Prentice Hall Europe"
"do Carmo Figueiredo, M., & Amendoeira, J. (2018). O estudo de caso como método de investigação em enfermagem. Revista da UI_IPSantarém, 6(2), 102-107"
"do Nascimento, B. L. C., de Macedo Cavalcanti, V. O., & da Fonseca Oliveira, J. F. (2021). USABILIDADE EM REPOSITÓRIO INSTITUCIONAL: o caso do Memoria–RI do IFRN. Páginas a&b: arquivos e bibliotecas, 270-271."
"dos Santos Luz, C. (2018). O ENTORNO DIGITAL DA BIBLIOTECA ONLINE: relação da interface e da usabilidade. Páginas a&b: arquivos e bibliotecas, 3-11."
"dos Santos, Aguinaldo (2018). ORGANIZAÇÃO Seleção do Método de Pesquisa GUIA PARA PÓS-GRADUANDOS EM DESIGN E ÁREAS AFINS"
"dos Santos, R. L. USABILIDADE E MÉTODOS DE AVALIAÇÃO DE USABILIDADE DE INTERFACES WEB"
"Dourado, H. I. T. (2014). Análise comparativa entre Lean UX e métodos tradicionais de UX Design"
"DOWNEY Laura L. Group usability testing: Evolution in Usability Techniques. Journal of usability studies. Vol 2, Issue 3, May 2007, pp. 133-144. Universitiy of New Mexico. Disponível em: https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=6ae4c18fda64cb30de17d8892bf211378dac5424"
"DRABENSTOTT, Karen M., BURMAN, Celeste M., MACEDO, Neuza Dias de. Revisão analítica da biblioteca do futuro. Ciência da Informação, Brasília, v.26, n.2, p. 1997."
"Drumond, K. C., & da Consolação Dias, C. (2020). Ciência da Informação e design de interação: as interlocuções das duas áreas em projetos de bibliotecas digitais. biblos, 34(1), 200-213"
"Duarte, N. P., & Korelo, J. C. (2017). A utilização do protocolo verbal think aloud para rastreamento de processos em pesquisas sobre a tomada de decisão do consumidor. Revista Brasileira de Marketing, 16(3), 317-333"
"Duarte, R. R. (2019). My Do: Protótipo de uma Aplicação para Atletas de Taekwondo (Doctoral dissertation, Universidade da Beira Interior (Portugal))"
"Dupin, D. C. F., & Santos, H. G. A. (2022). Direcionamento das heurísticas de Nielsen no contexto de uso de landing pages"
"Elvas, M. (2018). O Design Como Facilitador do Processo de Ensino-Aprendizagem, em Ambiente Escolar de Crianças dos 5 aos 7 Anos com Trissomia 21 (Doctoral dissertation, Universidade de Lisboa (Portugal))."
"Emma J. Rose, Elin A. Björling, Ada Kim and Nicole Young Alvarez (2018). Usability testing with teens: Adapting human-centered design and UX methods. In Proceedings of Te 36th ACM International Conference on the Design of Communication (SIGDOC'18). ACM, New York, NY, USA, 8 pages. htps://doi.org/10.1145/3233756.3233955"
"EMMEL Martins, V., & AUGUSTO Reolon Schmidt, M. (2023). Avaliação de usabilidade do site SciELO e UFPR do Periódico Boletim de Ciências Geodésicas (BCG). Ciência Da Informação Em Revista, 8(3), 95–108. https://doi.org/10.28998/cirev.2021v8n3g"
"F.; SOUZA, R. R.; DIAS, G. A. Interatividade e usabilidade nas bibliotecas digitais no processo ensinoaprendizagem. DataGramaZero, v. 13, n. 3, 2012. Disponível em: http://hdl.handle.net/20.500.11959/brapci/7843. Acesso em: 30 mai. 2023."
"Feijó, A. M., Vicente, E. F. R., & Petri, S. M. (2020). O uso das escalas Likert nas pesquisas de contabilidade. Revista Gestão Organizacional, 13(1), 27-41."
"Fernandes, J. C. D. N. B. (2020). Design para E-commerce: o caso de três marcas portuguesas (Master's thesis)."
"FERNANDES, P. (2013). WE-QT: uma técnica de inspeção de usabilidade de aplicações de web para inspetores novatos. 2013. 92 f (Doctoral dissertation, Dissertação (Mestrado em Informática)-Universidade Federal do Amazonas, Manaus)"
"Fernandes, R. E. (2021). Desenvolvimento de uma interface móvel para o jogo didático do Mobeybou no Brasil (Doctoral dissertation, Instituto Politécnico do Cávado e do Ave)."
"Ferreira, C. A., & de Souza Pereira, D. R. (2023). MAIS NÁUFRAGOS DO QUE NAVEGANTES NOS OCEANOS DA INFORMAÇÃO: reflexoes sobre bibliotecas digitais no contexto latino americano. P2P E INOVAÇÃO, 9(2), 402-414."
"FERREIRA, José Rincon (1994). A biblioteca digital. Acesso em: 15 fev. 2009. LANCASTER, F. W. Ameaça ou oportunidade? O futuro dos serviços de biblioteca à luz das inovações tecnológicas. Revista da Escola de Biblioteconomia da UFMG, Belo Horizonte ,v. 23, n. 1, jan./jun"
"Ferreira, P. T. (2019). Usabilidade em bibliotecas digitais: uma avaliação da Biblioteca Digital Brasileira de Teses e Dissertações do IBICT e da Biblioteca Digital de Teses e Dissertações da USP."
"Firozjah, Hossein & Jalali, Ali & Alipour Hafezi, Mehdi. (2020). Usability Evaluation of Digital Libraries in Tehran Public Universities. International Journal of Information Science and Management. 17. 71-83"
"Fleury, S., & Chaniaud, N. (2024). Multi-user centered design: acceptance, user experience, user research and user testing. Theoretical Issues in Ergonomics Science, 25(2), 209-224."
"Fonseca, I., Amado, P., & Costa, L. (2014). Desenho de interfaces para seniores: desafios e oportunidades no projeto SEDUCE. Prisma. com, (23), 107-138"
"Foresti, F., & Varvakis, G. (2019). A biblioteca e o novo paradigma produtivo da indústria 4.0. Revista ACB, 24(3), 513–535. Recuperado de https://revista.acbsc.org.br/racb/article/view/1527"
"Franco, D. C. (2021). Mobile Learning como estratégia para melhorar a aprendizagem: Estudo de um caso em Moçambique (Doctoral dissertation)"
"Fuhr, N., Tsakonas, G., Aalberg, T., Agosti, M., Hansen, P., Kapidakis, S., ... & Sølvberg, I. (2007). Evaluation of digital libraries. International journal on digital libraries, 8, 21-38"
"Giannella, J. R. (2020). Design de interfaces para visualização, exploração e análise de coleções fotográficas"
"Giannella, J. R. (2021). Interfaces entre Design e Humanidades Digitais frente ao desafio de explorar e visualizar grandes arquivos de imagens. Interfaces between Design and Digital Humanities face the challenge of exploring and visualizing large-scale image archives"
"Gothelf, J, Seiden, J. 2013. Lean UX: Applying Lean Principles to Improve User Experience. Kindle Edition. Sebastopol: O'Reilly Media"
"Gothelf, J. 2011. Lean UX: Getting Out Of The Deliverables Business. Smashing Magazine. Referenced 10.7.2014. http://www.smashingmagazine.com/2011/03/07/lean-ux-getting-out-of-thedeliverables-business/"
"Gralha, Silvia & Bittencourt, Otavio. (2022). Análise de questionários de avaliação de aplicativos na área da saúde: Uma Revisão Sistemática. Clinical & Biomedical Research. 10.22491/2357-9730.119236 "
"Granic, A. (2008). Experience with usability evaluation of elearning systems.Universal Access in the Information Society, 7(4), 209-221"
"Granic, A., & Cukusic, M. (2011). Usability Testing and Expert Inspections Complemented by Educational Evaluation: A Case Study of an e-Learning Platform. Educational Technology & Society, 14(2), 107-123"
"Granic, A., Glavinic, V., & Stankov, S. (2004, June). Usability evaluation methodology for webbased educational systems. In Proceedings of the 8th ERCIM Workshop on User Interfaces for All (pp. 28-29). Hartley, J. R., & Sleeman, D. H. (1973). Towards more intelligent teaching systems. International Journal of ManMachine Studies, 5(2), 215-236"
"GRILO, André. Experiência do usuário em interfaces digitais: compreendendo o design nas tecnologias da informação. Natal: SEDIS; UFRN, 2019. Disponível em:https://pt.slideshare.net/andregril0/experincia-do-usurio-em-interfaces-digitais-livro-156015223"
"GUIMARÃES, Bruno Moraes (2018). Concepção de uma biblioteca virtual de materiais de construção: um exercício para o fortalecimento do processo de seleção e especificação. 2018. 209 f., il. Dissertação (Mestrado em Arquitetura e U0 Brasília, Brasília"
H. Movafegh Ghadirli and M. Rastgarpour (2012). An Adaptive and Intelligent Tutor by Expert Systems for Mobile Devices. International Journal of managing public sector information and communication technologies (IJMPICT)
"Hartson, H. & Shivakumar, Priya & Pérez-Quiñones, Manuel. (2004). Usability inspection of digital libraries: A case study. International Journal on Digital Libraries. 4. 10.1007/s00799-003-0074-4. "
"Henrique, M. S., Silva, C. T. L. L., da Silva, D. R. D., & Tede, P. C. D. A. R. (2015). Uma revisão sistemática da literatura sobre o uso de teorias de aprendizagem em softwares educacionais. Revista Novas Tecnologias na Educação, 13(2)."
"Henriques, A. R. A. (2019). O design de interação como facilitador de pesquisas de dados no meio digital para jovens universitários (Doctoral dissertation, Universidade de Lisboa, Faculdade de Arquitetura)"
"Honrado, L. F. R. (2015). Estudo da Usabilidade no Desenvolvimento de Uma Plataforma de Comunicação Social Online-Caso Canal Superior"
"Horita, F. E. A., Neto, V. V. G., & dos Santos, R. P. (2018). Design Science Research em Sistemas de Informação e Engenharia de Software: Conceitos, Aplicações e Trabalhos Futuros. I Jornada Latino-Americana de Atualização em Informática ANAIS, 192"
"Ieiri, A. Y., & Braga, J. C. (2015, October). Problemas de Usabilidade em Repositórios de Objetos de Aprendizagem a partir de Estudos Primários. In Brazilian Symposium on Computers in Education (Simpósio Brasileiro de Informática na Educação-SBIE) (Vol. 26, No. 1, p. 732)"
"Immich, L. S. (2011). Avaliação heurística da usabilidade do website do IBGE: Instituto Brasileiro de Geografia e Estatística"
"Iqbal, S., Ikram, N., Imtiaz, S., & Imtiaz, S. (2022). Maximizing coverage, reducing time: a usability evaluation method for web-based library systems. Scientific Reports, 12(1), 7285. https://doi.org/10.1038/s41598-022-11215-7"
"IURCHENKO, Anna (2020). How to get focused on design work. [S.l.]: UxDesign. Disponível em: https://uxdesign.cc/how-to-get-focused-on-design-work-7004fe7c9380"
"Júnior, D. G. S., Hernández-Ramírez, R., & Estima, J. (2023). INVESTIGAÇÃO DE CRITÉRIOS UTILIZADOS PARA AVALIAR A USABILIDADE DE SISTEMAS DE ENSINO APRENDIZAGEM ON-LINE. Código 31: revista de informação, comunicação e interfaces"
"KANTNER, Laurie. Usability testing world wide web sites. In: CHI 97 CONFERENCE ON 27 HUMAN FACTORS IN COMPUTING SYSTEMS, 1997, Atlanta. Electronic proceedings… Atlanta: [s.n.], 1997. Disponível em: http://acm.org/sigchi/webhci/chi97testing/kantner.htm. Acesso em 6 de Julho de 2023"
"KANTNER, Laurie. Usability testing world wide web sites. In: CHI 97 CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, 1997, Atlanta. Electronic proceedings… Atlanta: [s.n.], 1997. Disponível em: http://acm.org/sigchi/webhci/chi97testing/kantner.htm"
"Kengeri, Rekha & Seals, Cheryl & Harley, Hope & Reddy, Himabindu & Fox, Edward. (1999). Usability study of digital libraries: ACM, IEEE-CS, NCSTRL, NDLTD. Int. J. on Digital Libraries. 2. 157-169. 10.1007/s007990050044"
"Kous, K., Pušnik, M., Heri?ko, M., & Polan?i?, G. (2020). Usability evaluation of a library website with different end user groups. Journal of Librarianship and Information Science, 52(1), 75-90. https://doi.org/10.1177/0961000618773133"
"KRIKELAS, James. Information-seeking behavior: patterns and concepts. Drexel Library Quarterly, n. 19, p. 5-20, 1983. LAZONDER, Ard W.; BIEMANS, Harm J. A.; WOPEREIS, Iwan G. J. H. Differences between novice and experienced users in searching information on the world wide web. Journal of the American Society for Information Science, v. 51, n. 6, p. 576-581, 2000"
"Krupahtz, J., & Gasparetto, D. A. (2018). Redesenho da interface digital da revista arco: o design centrado no usuário com a utilização do método 5 I’s. Human Factors in Design, 7(14), 002-018."
"Kuhar, M. and Mer?un, T. (2022). Exploring user experience in digital libraries through questionnaire and eye-tracking data. Library & Information Science Research, Vol 44, Issue 3,101175, ISSN 0740-8188,"
"Kumar, Vinit & Yadav, Sheel. (2020). How Efficient are University Library Portals of NIRF Ranked Indian Universities. DESIDOC Journal of Library & Information Technology. 40. 351-358. 10.14429/djlit.40.01.14932"
"Lamprech, E. (2019). Career Foundry. The Difference Between UX And UI Design - A Layman’s Guide. Retirado em janeiro 12, 2020 de https://careerfoundry.com/en/blog/ux-design/the-difference-between-ux-and-ui- -design-a-laymans-guide/"
"Lauesen, Soren (2005). User Interface Design: A Software Engineering Perspective. Addison-Wesley "
"Laureano, M. F. R. (2023). Design and implementation of motivational and continued use strategies in a telerehabilitation application (Master's thesis)"
"LAZONDER, Ard W.; BIEMANS, Harm J. A.; WOPEREIS, Iwan G. J. H. Differences between novice and experienced users in searching information on the world wide web. Journal of the American Society for Information Science, v. 51, n. 6, p. 576-581, 2000"
"Leite, D. G., Braga, O. C., Neto, F. M. M., de Castro, A. F., de Araújo, J. A. R., & Bessa, W. R. B. (2023). Uma análise sistemática das metodologias de design UI/UX em plataformas web: Uma revisão da literatura. Observatorio de la economía latinoamericana, 21(8), 8871-8890"
